index	code	severity	ratio	expected	transcript	missing_words	inserted_words
874	prc015	review	0.545	ang ganda po ng timing niyo, nagbagsak presyo po kami kahapon.	Ang ganda po nagtiming nyo, nabagsak, pero siya po kami kahapon.	ng timing niyo nagbagsak presyo	nagtiming nyo nabagsak pero siya
878	prc019	review	0.545	our weekend sale gives you twenty percent off all regular items!	By reaching sale, you should 20% off all the regular items.	gives our weekend twenty percent	by reaching should 20 the
946	prc087	review	0.545	one thousand eight hundred po ang nakikita kong total dito sa system.	1,800 po ang naritita kong portal dito sa system.	one thousand eight hundred nakikita total	1 800 naritita portal
981	prc122	review	0.545	your total bill comes out to exactly seven thousand eight hundred pesos.	Yur total bill thumbs out to exactly 7,800 pesos.	your comes seven thousand eight hundred	yur thumbs 7 800
152	dlv053	review	0.552	oo naman po, pwede kayong mag request ng same day delivery para mabilis!	O halang po, pwede kayo mag-request ng same day to the week para mag-bedes.	oo naman kayong delivery mabilis	o halang kayo to the week mag bedes
344	fup035	review	0.552	kung nasiyahan po kayo sa aming serbisyo, pwede niyo kaming ikuwento sa inyong mga kaibigan.	Puna siyahan pukay sa aming servicio. Pwede niyo kaming kuwenta sa inyong mga kaibidyan.	kung nasiyahan po kayo serbisyo ikuwento kaibigan	puna siyahan pukay servicio kuwenta kaibidyan
399	fup090	review	0.552	nais ko lang pong i follow up kung nasaan na ang ipinangako ninyong feedback form.	Naiso lang pang i-follow up kung mahasan na napinano akong yung feedback form.	nais ko pong nasaan ang ipinangako ninyong	naiso pang mahasan napinano akong yung
474	grt065	review	0.552	sige po, i check ko muna kung available pa ang item bago tayo mag proceed.	Sige po, itse kong muna ako available ba ang item, bako tayo ng proceed?	i check ko kung pa bago mag	itse kong ako ba bako ng
961	prc102	review	0.552	ang binigay po sa aking presyo ng supplier ay tumaas kaya nag adjust kami.	Ang binigay po sa akin pressure ng supplier ay tamag-askin at adjust sa may.	aking presyo tumaas kaya nag kami	akin pressure tamag askin at sa may
514	num005	review	0.556	august twenty eight po ang date ngayon sa ating kalendaryo.	August 28 po ang digyan sa ating calendario.	twenty eight date ngayon kalendaryo	28 digyan calendario
182	dlv083	review	0.56	ibabalot po namin ito nang maayos para hindi masira sa mahabang byahe.	Ibababi po namin ito ng mayos para hindi mas sira sa mahabang beahe.	ibabalot nang maayos masira byahe	ibababi ng mayos mas sira beahe
212	dlv113	review	0.56	sisingilin po kayo ng dagdag kung ipapabago ninyo ang address on the day.	Sisingin po kayo nandagdag kung ipapababonin nyo ang Madness on the Day.	sisingilin ng dagdag ipapabago ninyo address	sisingin nandagdag ipapababonin nyo madness
322	fup013	review	0.56	sabi niyo po kasi ay tatawag kayo mamaya para sa kumpirmasyon ng address.	Sabi nipo kasi ay tatawa kayo mamaya pa sa confirmation ng AIS.	niyo po tatawag para kumpirmasyon address	nipo tatawa pa confirmation ais
432	grt023	review	0.56	magandang araw! welcome po sa aming shop. ako pala si liza, ano pong hanap natin?	Magandang araw, welcome sa Amyshark. Pakopala si Liza, panapunghan natin.	po aming shop ako pala ano pong hanap	amyshark pakopala panapunghan
526	num017	review	0.56	six eighty pesos po ang presyo ng bawat isang piraso sa aming shop.	$6.80 po ang pressure ng bawat isang peraso sa anong shop.	six eighty pesos presyo piraso aming	6 80 pressure peraso anong
609	num100	review	0.56	twelve noon po ang eksaktong oras ng pagdating ng shipment sa warehouse.	Dwell na'n po ang exakang olas ng pagdating na shipment sa warehouse.	twelve noon eksaktong oras ng	dwell na n exakang olas na
610	obj001	review	0.56	sige lang po, take your time pag isipan, nandito lang kami palagi!	Sige lang po, take your time padisipan ng dito ng kami pala di.	pag isipan nandito lang palagi	padisipan ng dito ng pala di
649	obj040	review	0.56	sige po, i message niyo na lang ako kapag nakausap niyo na si mister.	Sige po, i-message siya nalang ako kapag nakawasap na sinister.	niyo na lang nakausap si mister	siya nalang nakawasap sinister
708	obj099	review	0.56	maiintindihan po ninyo kung bakit ganyan ang presyo kapag nagamit ninyo na.	Maingtingdian po ninyo kung bakit yan yan ang pesyo kapag naisamid niya na.	maiintindihan ganyan presyo nagamit ninyo	maingtingdian yan yan pesyo naisamid niya
888	prc029	review	0.56	garantisado po na ang siningil ko lang ay yung nakalagay sa resibo.	Garantisado po na ang siya ko lang ayun na ka-day sa receibo.	siningil ay yung nakalagay resibo	siya ayun na ka day receibo
962	prc103	review	0.56	nakahiwalay po sa resibo ang bayad para sa pag deliver ng gamit.	Pahewal ay po sa decibo ang bayat para sa pag-deliverin ng damit.	nakahiwalay resibo bayad deliver gamit	pahewal ay decibo bayat deliverin damit
1067	prd058	review	0.56	pareho lang po sila ng features, nagkaiba lang talaga sa brand name.	Parang ako lang po sa nanong features nagkaiba nang tanaga sa brand name.	pareho sila ng lang talaga	parang ako sa nanong nang tanaga
398	fup089	review	0.562	kung may kakilala kayong gustong kumita sa pamamagitan ng pag reseller, sabihin niyo lang sa amin.	Kung may kakailala kayong gusto kumitasap ka mamaditan ng pag-vissellers, sabihin nyo lang sa amin.	kakilala gustong kumita sa pamamagitan reseller niyo	kakailala gusto kumitasap ka mamaditan vissellers nyo
496	grt087	review	0.562	magandang hapon! ito po ang customer service natin, pwede ko po bang malaman ang concern niyo?	Mabiandang hapo, ito po ang customer service natin. Puwede ko po mga raman ng concern nyo.	magandang hapon pwede bang malaman ang niyo	mabiandang hapo puwede mga raman ng nyo
755	obj146	review	0.562	sige po, take your time mag isip, walang mawawala kung titingin tingin muna kayo ngayon.	Sige po, take your time at the seat. Wala-wala kung te tinging tinging muna kayo ngayon.	mag isip walang mawawala titingin tingin	at the seat wala wala te tinging tinging
3	cls004	review	0.571	paumanhin po sa anumang pagkukulang, asahan ninyong pagbubutihin pa namin ito.	Paumanhing sa anang pagkukulang, asahan yung pabubutihin pa namin ito.	paumanhin po anumang ninyong pagbubutihin	paumanhing anang yung pabubutihin
10	cls011	review	0.571	babasahin ko lang po ulit ang inyong order para makasiguro tayo.	Magbasahin ko ng polit ang inyong order para makasigaw tayo.	babasahin lang po ulit makasiguro	magbasahin ng polit makasigaw
23	cls024	review	0.571	three hundred po ang inyong sukli na ibibigay ng rider bukas.	300 po ang inyong sukay na ibebegay na rider bukas.	three hundred sukli ibibigay ng	300 sukay ibebegay na
30	cls031	review	0.571	pwede na po nating i finalize ang inyong payment para maka usad na tayo.	Pwede niya po nating ikaw niya na raysang inyong payment para makaksod na tayo.	na i finalize ang maka usad	niya ikaw niya na raysang makaksod
99	cls100	review	0.571	sige po, thank you so much again, babye at mag ingat po kayo palagi!	Sige po. Thank you so much again. Bye-bye at magingat. Bukay pala day.	babye mag ingat po kayo palagi	bye bye magingat bukay pala day
343	fup034	review	0.571	we love giving special discounts to customers who refer their friends to our shop.	We will give special discounts to customers who are for dear friends to AIStaff.	love giving refer their our shop	will give are for dear aistaff
599	num090	review	0.571	september one po ang date para sa susunod nating delivery schedule.	September 1 po ang date para sasusuna datang device schedule.	one sa susunod nating delivery	1 sasusuna datang device
606	num097	review	0.571	one thousand ninety pesos po ang presyo ng bagong sapatos natin.	1,90 pesos po ang priceo ng bakong sapatos natin.	one thousand ninety presyo bagong	1 90 priceo bakong
731	obj122	review	0.571	wag po kayong mag alala, pwede niyo itong i check bago niyo ibigay ang bayad.	Pukayong mag-alala, pwading nga itong i-check, maawin nga ibigay ang bayad.	wag po kayong pwede niyo bago	pukayong pwading nga maawin nga
794	pay035	review	0.571	babalik din po sa account ninyo ang nabawas na pera bukas.	Mabalitin po sa accounting nyo ang nabawas na para bukas.	babalik din account ninyo pera	mabalitin accounting nyo para
846	pay087	review	0.571	paki picture an po nang malinaw ang resibo para mabasa namin ang reference number.	Aki-picture mo mo din ako ang recebo para mabasa namin ang reference number.	paki an po nang malinaw resibo	aki mo mo din ako recebo
879	prc020	review	0.571	oo naman po, sagot na po namin ang shipping fee niyan.	Ohanan po, sabud na po namin ang shipping fin yan.	oo naman sagot fee niyan	ohanan sabud fin yan
929	prc070	review	0.571	bale yung downpayment po natin ay fifty percent ng total price.	Mari indong payment po natin ay 50% ng total price.	bale yung downpayment fifty percent	mari indong payment 50
934	prc075	review	0.571	kasama na po sa presyong iyan ang isang taon na warranty ng produkto.	Pasama na po sa price ang iyan ang isang tao na waran din ang produkto.	kasama presyong taon warranty ng	pasama price ang tao waran din ang
992	prc133	review	0.571	hahatiin po natin sa dalawang hulog ang inyong kabuuang bayarin.	Hating po natin sa 2 ang gulog ng inyong kabuang bayarin.	hahatiin dalawang hulog kabuuang	hating 2 gulog ng kabuang
1026	prd017	review	0.571	sorry po, puro small na lang ang natira sa inventory namin.	Sorry po, pulse mo na nanghang natila sa inventory namin.	puro small lang ang natira	pulse mo nanghang natila
489	grt080	review	0.581	sorry po talaga for the inconvenience. aasikasuhin ko na po agad ang request niyo.	Sorry po talagdawa for the inconvenience. Pasi kasi kasi hindi ko na po odrad ng request nyo.	talaga aasikasuhin agad ang niyo	talagdawa pasi kasi kasi hindi odrad ng nyo
40	cls041	review	0.583	ang resibo po ninyo ay ipapadala kasama ng mismong package sa kahon.	Ang disibu po hinyo ay papadala kasama ng mismo package sa kakon.	resibo ninyo ipapadala mismong kahon	disibu hinyo papadala mismo kakon
64	cls065	review	0.583	maraming salamat po, excited na akong matanggap ninyo ang inyong napiling item!	Manami salamat po, excited na ako matagap nyo ang inyong napihing item.	maraming akong matanggap ninyo napiling	manami ako matagap nyo napihing
108	dlv009	review	0.583	patawad po dahil medyo natagalan ang pagbalot namin sa inyong mga binili.	Patawad po dahil ito nagtadala ng pabarot namin sa inyong mga binile.	medyo natagalan ang pagbalot binili	ito nagtadala ng pabarot binile
140	dlv041	review	0.583	sulit na sulit po kasi libre na ang delivery papunta sa inyo!	Suwit na suwit po kasi delivery na delivery pa punta sa inyo.	ang sulit libre papunta	suwit suwit delivery pa punta
169	dlv070	review	0.583	pakisabi na lang po sa rider kung saan ninyo gustong iwan ang box.	Pakasabi na nang posa rider kung saan yung iwan ang box.	pakisabi lang po sa ninyo gustong	pakasabi nang posa yung
184	dlv085	review	0.583	nakadepende po ang oras ng dating sa ruta ng mismong delivery rider.	Nakadependip o ang oras ng gating sa duta ng mismo delivery rider.	nakadepende po dating ruta mismong	nakadependip o gating duta mismo
195	dlv096	review	0.583	ang bayad po sa shipping ay depende sa laki ng mismong kahon.	Ang bayal po sa shipping ay depended sa laki na mismo kakon.	bayad depende ng mismong kahon	bayal depended na mismo kakon
245	dlv146	review	0.583	ang bayad po para sa return shipping ay sagutin na ng customer.	Pang bayay pa para sa return shipping ay saputin na ng costumer.	ang bayad po sagutin customer	pang bayay pa saputin costumer
536	num027	review	0.583	four fifty pesos po ang dagdag na singil para sa express shipping natin.	$4.50 po ang dagdag na sinyal para sa expershiping natin.	four fifty pesos singil express shipping	4 50 sinyal expershiping
601	num092	review	0.583	two thousand three hundred pesos po ang inyong kabuuang sukli ngayon.	Two-thousand-to-four-hundred pesos pa ang inyong pabu ang sukhwe ngayon.	three po kabuuang sukli	to four pa pabu ang sukhwe
628	obj019	review	0.583	patawad po kung nag aalangan kayo dahil sa mga nabasa ninyong balita.	Patawad po kung nadaanang ang real dahil sa mga nabasan yung balita.	nag aalangan kayo nabasa ninyong	nadaanang ang real nabasan yung
770	pay011	review	0.583	okay na po ang payment niyo, ipa pack na namin ang inyong order.	Bokin na po ang payment nyo, ipapaklan namin na inyong order.	namin ang okay niyo ipa pack	bokin nyo ipapaklan namin
785	pay026	review	0.583	pasensya na po, pero nag fail kasi yung credit card transaction ninyo.	Pasensyon na po, pero nad-phase kasi yung credit card transasyon nyo.	pasensya nag fail transaction ninyo	pasensyon nad phase transasyon nyo
812	pay053	review	0.583	pwede po kayong magbayad sa kahit anong branch ng bangko na malapit.	Pwede po kayo magbayad sa kahita ng branch ng bankon ng malapit.	kayong kahit anong bangko na	kayo kahita ng bankon ng
858	pay099	review	0.583	hindi na po kayo sisingilin ng aming rider dahil bayad na po ito.	Hindi na po kaisisigili na kaming rider dahil bayada po ito.	kayo sisingilin ng aming bayad na	kaisisigili na kaming bayada
860	prc001	review	0.583	naku, swerte po kayo kasi naka sale po tayo ngayon ng twenty percent!	Naku, shorty po kayo kasi nakasilo po tayo ngayon na 20%.	swerte naka sale ng twenty percent	shorty nakasilo na 20
890	prc031	review	0.583	naiintindihan ko po, kaya binigyan ko na kayo ng pinakamababang presyo.	May hindihan ko po, pre-habin hindihan ko na kayo ng pinakamababang preso.	naiintindihan kaya binigyan presyo	may hindihan pre habin hindihan preso
943	prc084	review	0.583	magkakaiba po ang presyo depende sa size at kulay na mapipili ninyo.	Magkakay mapo ang pressure, depending sa size at kulay na mapipiliin ninyo.	magkakaiba po presyo depende mapipili	magkakay mapo pressure depending mapipiliin
953	prc094	review	0.583	nakadepende po ang shipping rate natin sa bigat ng mismong package ninyo.	Nakadependip ang shipping rate natin sa billyad ng mismo package in niyo.	nakadepende po bigat mismong ninyo	nakadependip billyad mismo in niyo
977	prc118	review	0.583	hindi na po kami naniningil ng extra para sa mga simpleng alterations.	Hindi na po kami naningin na extra pa sa mga simplin iterations.	naniningil ng para simpleng alterations	naningin na pa simplin iterations
1041	prd032	review	0.583	opo, meron po tayong stock niyan kaya pwede niyo nang ma order.	Upok, whereon po tayong stack niyan tiya, pwede niya nang ma-order.	opo meron stock kaya niyo	upok whereon stack tiya niya
419	grt010	review	0.588	i am glad you called, how can we help?	I'm glad you called. Help me help.	how can we am	m me help
34	cls035	review	0.593	mangyaring itago ang inyong reference number para sa mga susunod ninyong transaksyon.	Mon niya rin ita ko ang inyong reference number pa sa mga susunod ninyong transaction.	mangyaring itago para transaksyon	mon niya rin ita ko pa transaction
37	cls038	review	0.593	paki ready na lang po ang bayad ninyo kapag dumating na ang rider.	Paki sa'y din alam po ang bayating ako kapag dumating na ang rider.	ready na lang bayad ninyo	sa y din alam bayating ako
89	cls090	review	0.593	salamat po sa masayang chikahan natin habang pino process ko ang inyong order ngayon!	Sa nakapos sa masayon, chika natin habang pinoprasess ko ang inyong order ngayon.	salamat po masayang chikahan pino process	nakapos sa masayon chika pinoprasess
334	fup025	review	0.593	paumanhin po sa istorbo, nais ko lang i verify kung natuloy ang inyong lakad.	Pamanin po sa istobok, nice ko lang iverify kung maturay ang inyong lakad.	paumanhin istorbo nais i verify natuloy	pamanin istobok nice iverify maturay
360	fup051	review	0.593	naalala ko po na naghahanap kayo ng alternative, kaya tinatawagan ko kayo ngayon.	Nalala ko po na nagkahanap iyan ng alternative. Tiyati na tawagan ko kayo ngayon.	naalala naghahanap kayo kaya tinatawagan	nalala nagkahanap iyan tiyati na tawagan
444	grt035	review	0.593	i understand your concern po. hayaan niyo at tutulungan ko kayong ma resolve ito.	I understand your concern po. Hayan nyo at utulungan ko kayong malasol dito.	hayaan niyo tutulungan ma resolve ito	hayan nyo utulungan malasol dito
457	grt048	review	0.593	pasensya na po, closed na ang aming opisina ngayon. pwede po kayong tumawag bukas.	Pasensyon na po, close na ang aming opisinong ngayon. Puwede po kayong tumawabukas.	pasensya closed opisina pwede tumawag bukas	pasensyon close opisinong puwede tumawabukas
497	grt088	review	0.593	salamat po sa paghihintay, nahanap ko na ang inyong profile sa aming system.	Salamat po sa pag-intay na hanap ko nanging yung profile sa aming system.	paghihintay nahanap na ang inyong	pag intay na hanap nanging yung
533	num024	review	0.593	nine pieces na lang po ang available stock natin para sa design na iyon.	Maying pieces na nang po ang abe, nabostak natin para sa design ngayon.	nine lang available stock na iyon	maying nang abe nabostak ngayon
732	obj123	review	0.593	maiintindihan ko kung gusto ninyo munang mag ipon bago bumili ng malaking item.	Mahindindiyan ko kung gustoin nyo mo na mag-ipon bago bumili na malaking item.	maiintindihan gusto ninyo munang ng	mahindindiyan gustoin nyo mo na na
741	obj132	review	0.593	makikita ninyo po na mas malinaw at detalyado ang pagkakagawa ng aming produkto.	Pakikita yung yun po na mas marina at italiado ang pagtakagawa ng aming produkto.	makikita ninyo malinaw detalyado pagkakagawa	pakikita yung yun marina italiado pagtakagawa
876	prc017	review	0.593	naka promo po tayo na less fifty pesos sa bawat additional na piraso.	Nahaparoma po tayo na less than 50 pesos sa bawa an additional na pilaso.	naka promo fifty bawat piraso	nahaparoma than 50 bawa an pilaso
913	prc054	review	0.593	sorry po ah, pero sagad na po ang discount na maibibigay ko diyan.	Sorry po ang, pero sa dada po ang discount na may bibigay ko jarn.	ah sagad na maibibigay diyan	ang sa dada may bibigay jarn
931	prc072	review	0.593	kapag maramihan po ang kinuha ninyo, mas bababa pa po ang unit price.	Kapag marami ang po ang tinoan nyo, mas mabag ba po ang unit price?	maramihan kinuha ninyo bababa pa	marami ang tinoan nyo mabag ba
950	prc091	review	0.593	libre na po ang pag assemble niyan, kasama na po sa binayaran niyo.	Ghibli na po ang pag-assembl niyan, kasama na po sabi niya rin nyo.	libre assemble sa binayaran niyo	ghibli assembl sabi niya rin nyo
1006	prc147	review	0.593	ilalagay ko po bilang discount yung naipon ninyong points sa inyong loyalty card.	Pizara, bago po, bidang discount yun ay punin yung points sa inyong loyalty card.	naipon ninyong ilalagay ko bilang	pizara bago bidang yun ay punin
1069	prd060	review	0.593	may on stock po tayo ngayon, pero tatlong piraso na lang ang natitira.	May onslaq po tayo na yun pero tad yung pilasan na lang ang natitira.	on stock ngayon tatlong piraso	onslaq na yun tad yung pilasan
180	dlv081	review	0.6	may dagdag pong singil ang courier kapag out of town ang inyong address.	Pag-out-of-town ang inyong address.	may dagdag pong singil ang courier kapag	pag
185	dlv086	review	0.6	sa lingo po ay walang byahe ang aming logistics partner.	Sanin ko po ay walang gaya ang aning logistics partner.	sa lingo byahe aming	sanin ko gaya aning
295	eng046	review	0.6	that item is currently on sale for nine hundred ninety pesos.	The heighten is currently on sale for 990 pesos.	that item nine hundred ninety	the heighten 990
330	fup021	review	0.6	magpapadala na lang po ako ng text message sakaling hindi ko kayo maabutang online.	Mapapadala na lang po ako ng text message sa kaning hindi ko kaya maabotan ko nain.	magpapadala sakaling kayo maabutang online	mapapadala sa kaning kaya maabotan ko nain
349	fup040	review	0.6	nais ko lang pong itanong kung na deliver na ba ng maayos ang inyong package.	Nice ko lang po itanom ko na deliver na ba na maayas ang inyong package.	nais pong itanong kung ng maayos	nice po itanom ko na maayas
355	fup046	review	0.6	pasensya na po sa istorbo, gusto ko lang i confirm kung tama ang numero ninyo.	Pasensyon na po sa Istobo, gusto ko naki-confirm kung tama ang mga ngayon nyo.	pasensya istorbo lang i numero ninyo	pasensyon istobo naki mga ngayon nyo
374	fup065	review	0.6	pasensya na po sa abala, gusto ko lang i follow up yung naiwang balanse ninyo.	Pasensyon na po sa bala, gusto ko lang i-follow up ang mayyong balansin nyo.	pasensya abala yung naiwang balanse ninyo	pasensyon bala ang mayyong balansin nyo
409	fup100	review	0.6	maraming salamat po sa pakikipag usap sa akin, hihintayin ko na lamang ang inyong desisyon.	Mami, salamat po sa pakikipagusok sa akin. Ikita'y ko na lang ang inyong decision.	maraming pakikipag usap hihintayin lamang desisyon	mami pakikipagusok ikita y lang decision
431	grt022	review	0.6	hi, thank you for calling! si grace po ito, ano pong maitutulong ko sa inyo?	Hi, Dicey for calling. Say, Grace po ito. Tanakok may da-tulong ko sa inyo?	thank you si ano pong maitutulong	dicey say tanakok may da tulong
440	grt031	review	0.6	hello and magandang umaga! divine po speaking, may kailangan po ba tayong i check?	Hello, and magandang, o Maga Divine Postity, yung umaytay lang ang po ba tayong i-check.	umaga po speaking may kailangan	o maga postity yung umaytay lang ang
607	num098	review	0.6	six am po kayo tumawag bukas para sa inyong advanced reservation.	Sisi bukayo tumag-bukas para sa inyong Advanced Reservation.	six am po kayo tumawag	sisi bukayo tumag
615	obj006	review	0.6	pasensya na po kung medyo mataas yung presyo natin ngayon.	Pasensyon na po kung medyo matas yung prasyon natin yun.	pasensya mataas presyo ngayon	pasensyon matas prasyon yun
863	prc004	review	0.6	one thousand pesos na lang po kung bibilhin niyo ngayon.	1,000 pesos na lang po kung bibili ninyo ngayon.	one thousand bibilhin niyo	1 000 bibili ninyo
19	cls020	review	0.609	bale pito po lahat ang items na ipadadala namin sa inyong bahay.	Maripita po lahat o item sa ipadadala namin sa inyong bahay.	bale pito ang items na	maripita o item sa
155	dlv056	review	0.609	pwede ko po bang makuha ang kumpletong address para sa ating delivery?	Pwede ko pang makuang pong bletong address para sa ating delivery?	po bang makuha ang kumpletong	pang makuang pong bletong
163	dlv064	review	0.609	i track niyo na lang po sa website nila gamit ang reference number.	Itlock na lang po sa website nilagang itang reference number.	i track niyo nila gamit ang	itlock nilagang itang
240	dlv141	review	0.609	isasama ko po ang mapa ng inyong bahay para hindi sila maligaw.	Sasama ko po ang mapanain ang bahay para hindi sila malidaw.	isasama mapa ng inyong maligaw	sasama mapanain ang malidaw
247	dlv148	review	0.609	please allow twenty four hours for the tracking system to fully update.	Pays about 24 hours for the trapping system to fully update.	please allow twenty four tracking	pays about 24 trapping
480	grt071	review	0.609	pakihintay po muli sa linya, binubuksan ko lamang ang inyong lumang record.	Pakayintay, pumuli sa linya, winubuksan ko lang ang inyong lumang record.	pakihintay po muli binubuksan lamang	pakayintay pumuli winubuksan lang
554	num045	review	0.609	twenty eight days lang po ang meron ang february sa ordinaryong taon.	28 days lang po ang mayroon ng February sa Ordinaryong Takon.	twenty eight meron ang taon	28 mayroon ng takon
582	num073	review	0.609	four thirty pm po darating ang delivery rider sa inyong kanto.	4.30 p.m. po darating ang delivery rider sa inyong canto.	four thirty pm kanto	4 30 p m canto
586	num077	review	0.609	six fifty pesos po ang bayad para sa standard delivery service natin.	$6.50 po ang bayan pa sa standard delivery service natin.	six fifty pesos bayad para	6 50 bayan pa
603	num094	review	0.609	ten days po ang hihintayin bago makuha ang custom item sa supplier.	10 days po ang higintayin bago makukawang custom items sa supplier.	ten hihintayin makuha ang item	10 higintayin makukawang items
619	obj010	review	0.609	pasensya na po kung nagka problema kayo sa amin noong nakaraan.	Pasensyon na po kung may ka-problema kayo sa aming nang nakaraan.	pasensya nagka amin noong	pasensyon may ka aming nang
772	pay013	review	0.609	pwede rin po tayong cash on delivery kung iyon ang mas madali.	Pwede binpo tayong cash on delivery kung yun nang mas medalay.	rin po iyon ang madali	binpo yun nang medalay
813	pay054	review	0.609	you can pay the rider directly with cash once your package arrives.	You can buy the rider directly with Dashponsure package or rags.	pay cash once your arrives	buy dashponsure or rags
814	pay055	review	0.609	hihintayin po namin ang inyong resibo bago namin ipadala ang inyong parcel.	Hikintayin po namin ang inyong recebo baka namin ipadalang inyong parcel.	hihintayin resibo bago ipadala ang	hikintayin recebo baka ipadalang
922	prc063	review	0.609	that will be four hundred pesos per square meter, including labor.	That will be 400 pesos per square meter in footing the board.	four hundred including labor	400 in footing the board
1022	prd013	review	0.609	naku po, ubos na ubos na po talaga yung best seller natin.	Nakupuk, kubus na, kubus na po, talaga rin best seller natin.	naku po ubos yung	nakupuk kubus kubus rin
1053	prd044	review	0.609	wag po kayong mag alala, magkakaroon po ulit tayo niyan bukas ng hapon.	Mabukay magalala, magkakaran po ulit tayo niyan bukas ng hapon.	wag po kayong mag alala magkakaroon	mabukay magalala magkakaran
1058	prd049	review	0.609	mas malaki po ng kaunti yung bagong model kumpara sa luma.	Mas malaki po nang conti ang bagong model kung pa sa luma.	ng kaunti yung kumpara	nang conti ang kung pa
1076	prd067	review	0.609	gusto niyo po bang subukan yung ibang variant na available sa atin?	Usuyo po bang subukon yun ibang variant na available sa aptin?	gusto niyo subukan yung atin	usuyo subukon yun aptin
1097	prd088	review	0.609	may kasama na po itong freebie kapag binili niyo ang buong set.	Baitasama na po itang freebie kapag beli niya ang buong set.	may kasama itong binili niyo	baitasama itang beli niya
105	dlv006	review	0.615	naku, pasensya na po at nagka aberya sa sorting center kaninang madaling araw.	Nako, pasensyan na po at nag-aaberya sa sorting center kanina madaling araw.	naku pasensya nagka aberya kaninang	nako pasensyan nag aaberya kanina
198	dlv099	review	0.615	kailangan po ng pirma ninyo bago ibigay ng rider ang inyong item.	Pili jaman po ng film rin nyo bako ibigay ng rider ang inyong item.	kailangan pirma ninyo bago	pili jaman film rin nyo bako
225	dlv126	review	0.615	wala po tayong magagawa sa delay kung ang problema ay sa courier mismong.	Wala puta yung magagawa sa dili kung ang problema ay sa queer mismo.	po tayong delay courier mismong	puta yung dili queer mismo
345	fup036	review	0.615	tumatawag po ako para kamustahin kung kumusta ang naging takbo ng inyong negosyo.	Tumatawap ako para kumusta heng, kung kumusta ang medging takbo na inyong negosyo.	tumatawag po kamustahin naging ng	tumatawap kumusta heng medging na
443	grt034	review	0.615	sige po, nakuha ko na ang details. wag kayong mag alala, aayusin natin iyan.	Sige po, nakawakon ang details. Pag kayong mag-alala, ayusin natin yan.	nakuha ko na wag aayusin iyan	nakawakon pag ayusin yan
500	grt091	review	0.615	i note ko lang po ang sinabi niyo para malinaw sa ating delivery rider.	In note po ang sinabi nyo para malinao sa ating delivery waiter.	ko lang i niyo malinaw rider	in nyo malinao waiter
681	obj072	review	0.615	huwag kayong mag alala, tutulungan ko kayong makatipid nang hindi isinasakripisyo ang kalidad.	Kung kayong mag-alala, tutulungan ko kayong makaktipay ng hindi sininasak pipisyong kalidad.	huwag makatipid nang isinasakripisyo ang	kung makaktipay ng sininasak pipisyong
743	obj134	review	0.615	hayaan niyo po, gagawin ko ang lahat para maging sulit ang ibabayad niyo.	Hayang nyo po, gagawin ko ang lahat para maging surit ang ibabayan nyo.	hayaan niyo sulit ibabayad	hayang nyo surit ibabayan nyo
750	obj141	review	0.615	mas nakabubuti nga po na sigurado kayo bago kayo maglabas ng inyong pera.	Basta ka bubuti na po nasiglado kayo bago kayo maglabas ng inyong pera.	mas nakabubuti nga na sigurado	basta ka bubuti na nasiglado
806	pay047	review	0.615	tumatanggap po kami ng cash on delivery para sa mga order na ganito.	Tamatanggap mo kami ng cash on delivery pa sa ngang order na danyito.	tumatanggap po para mga ganito	tamatanggap mo pa ngang danyito
976	prc117	review	0.615	pwede po nating alisin yung add ons kung gusto niyo makatipid nang kaunti.	Pwede pa nating alising yung add-ons kung gusto yung makatipid ng comte.	po alisin niyo nang kaunti	pa alising yung ng comte
1070	prd061	review	0.615	iche check ko lang saglit kung dumating na yung delivery mula sa supplier.	Nito chat ko lang sa glit kung dumating nai-delivery mula sa supplier.	iche check saglit na yung	nito chat sa glit nai
1101	prd092	review	0.615	magkaiba po ang material na ginamit dito kaya mas mahal siya nang kaunti.	Ota, iba po ang material na ginamit dito, kaya mas mahasyon ng tohonte.	magkaiba mahal siya nang kaunti	ota iba mahasyon ng tohonte
82	cls083	review	0.621	sige po, i pack na namin ito agad agad para mabilis pong dumating sa inyo!	Sige po, pipa na namin ito aga daliyan para mabilis pung damating sa inyo.	i pack agad pong dumating	pipa aga daliyan pung damating
342	fup033	review	0.621	mayroon po ba kayong maibibigay na kakilala na pwede naming tawagan para sa promo?	Mayroon po ba kayo mabibigay na kakilala na pwede namin tawaban para sa Pro, hong?	kayong maibibigay naming tawagan promo	kayo mabibigay namin tawaban pro hong
408	fup099	review	0.621	makakaasa po kayong hihintayin ko ang inyong pagtawag kahit abutin pa tayo ng gabi.	Makakasap ko kayong hintayin ko kong hindi ang pagtawag kahit abutin pa tayo ng day.	inyong makakaasa po hihintayin gabi	makakasap ko hintayin kong hindi day
433	grt024	review	0.621	good afternoon po! si joy ito, paano ko masisigurong maayos ang order niyo ngayon?	Pudak tundun po, si Joy ito, paan ko kasi sigurong maayos ang order nyo ngayon.	good afternoon paano masisigurong niyo	pudak tundun paan kasi sigurong nyo
442	grt033	review	0.621	magandang hapon! thank you for choosing our store, bea po ito. ano pong sa atin?	Bagandang hapon, thank you for choosing our store. Bepo'y to, panapos sa atin.	magandang bea po ito ano pong	bagandang bepo y to panapos
