index	code	severity	small_ratio	turbo_ratio	likely_words	expected	small	turbo
220	dlv121	small_only	0.538	0.889	mag, iwan, na, lang, kayo, ng, pambayad	mag iwan na lang po kayo ng pambayad sa inyong kasama sa bahay bukas.	Pag-iwanan mo po kayang pambayat sa inyong kasama sa bahay bukas.	Mag-iwan na lang po kayong pambayad sa inyong kasama sa bahay bukas.
794	pay035	small_only	0.571	0.857	babalik, din, account, ninyo, pera	babalik din po sa account ninyo ang nabawas na pera bukas.	Mabalitin po sa accounting nyo ang nabawas na para bukas.	Mabalitin po sa account ninyo ang nabawas na pera bukas.
169	dlv070	small_only	0.583	0.846	pakisabi, lang, po, sa, ninyo, gustong	pakisabi na lang po sa rider kung saan ninyo gustong iwan ang box.	Pakasabi na nang posa rider kung saan yung iwan ang box.	Pakasabi na lang po sa rider kung saan nyo gustong iwan ang box.
880	prc021	small_only	0.667	0.762	bongga, discount, niyo, rito	bongga po ang discount niyo rito dahil suki na po kayo.	Bunga po ang niscondio dito dahil suki na po kayo.	Bunga po ang discount nito dahil suki na po kayo.
22	cls023	small_only	0.69	0.741	pagkatapos, ngayon	i will process the invoice pagkatapos na pagkatapos ng ating pag uusap ngayon.	I will process the invoice pa tatapos na pa tatapos ng ating pag-uusap na yan.	I will process the invoice patatapos na patatapos ng ating pag-uusap na yan.
671	obj062	small_only	0.5	0.933	wag, po, kayong, na, ma, scam, kami	wag po kayong mag alala na ma scam, may physical store po kami sa makati.	O'n pukayong mag-alala ng Mascam, may physical store pukami sa Makati.	Huwag po kayong mag-alala na ma-scam. May physical store po kami sa Makati.
775	pay016	small_only	0.435	1.0	na, receive, resibo, tuloy, ang, transaction	na receive na po namin ang inyong resibo kaya tuloy na ang transaction.	Narisita po namin ang inyong resebo kaya tori ng transaksyon.	Na-receive na po namin ang inyong resibo kaya tuloy na ang transaction.
437	grt028	small_only	0.667	0.769	maaari, kong, maipaglingkod, ngayong	magandang hapon po sa inyo. ano po ang maaari kong maipaglingkod ngayong araw?	Magandang hapon po sa inyo. Ano po ang maali ko may paglingod niyang araw?	Magandang hapon po sa inyo. Ano po ang maaari kumay paglintod niyang araw?
1069	prd060	small_only	0.593	0.846	on, stock, ngayon, tatlong, piraso	may on stock po tayo ngayon, pero tatlong piraso na lang ang natitira.	May onslaq po tayo na yun pero tad yung pilasan na lang ang natitira.	May on-stack po tayo ngayon, pero tatlong pilaso na lang ang natitira.
103	dlv004	small_only	0.64	0.8	paumanhin, kung, agad, na, courier	paumanhin po kung hindi agad na update ang tracking system ng ating courier.	Pagmanhin po kong hindi adad-update ang tracking system ng ating prayer.	Paumanhin po kung hindi nada-update ang tracking system ng ating career.
234	dlv135	small_only	0.64	0.8	pinakamalapit, sa, kabilang, kanto	ang pinakamalapit po na branch sa inyo ay nasa kabilang kanto lang.	Ang pinakamalaapit po na branch ay inyo ay nasa kabay ng kanta lang.	Ang pinakamalapit po na branch sa inyo ay nasa kabi ng kanta lang.
825	pay066	small_only	0.64	0.8	nakadepende, karagdagang, pag, send	nakadepende po sa bangko ninyo kung may karagdagang charge ang pag send.	Takadependay po sa bangko ninyo kung may carod dead on charge ang pagsend.	Nakadepende po sa banko ninyo kung may tagalog dadang charge ang pag-send.
868	prc009	small_only	0.64	0.8	magiging, six, hundred, siya, code	yes po! magiging six hundred na lang po siya dahil sa promo code.	Yes po, madihin 600 na lang po sya dahil sa promo call.	Yes po, magiging 600 na lang po siya dahil sa promo call.
680	obj071	small_only	0.692	0.75	naiintindihan, kung, pangmatagalan	naiintindihan ko po kung mahal, pero pangmatagalan po kasi ang tibay nito.	Ngayon tinggihan ko po kong mahal, pero pang matagaran po kasi ang tibay nito.	Naintindihan ko po kong mahal pero pamatagalan po kasi ang tibay nito.
1097	prd088	small_only	0.609	0.833	may, kasama, itong, binili, niyo	may kasama na po itong freebie kapag binili niyo ang buong set.	Baitasama na po itang freebie kapag beli niya ang buong set.	May kasama na po itong Phoebe kapag binili niya ang buong set.
48	cls049	small_only	0.519	0.923	magandang, maraming, salamat, walang, sawang, pagtangkilik	magandang araw po at maraming salamat sa inyong walang sawang pagtangkilik sa amin!	Pagandang araw po at mga misalamat sa inyong wala sa wang pagtagkilik sa amin.	Magandang araw po at maraming salamat sa inyong walang sawang pagtagkilik sa amin.
383	fup074	small_only	0.643	0.8	pong, ipaalala, naghihintay, para, susuking, suki	nais ko lang pong ipaalala na may naghihintay na promo para sa mga susuking suki.	Nais ko lang pukipalala na may nagigintay na promo pa sa mga susupinsukay.	Nais ko lang po ipaalala na may nagihintay na promo para sa mga susupin suki.
726	obj117	small_only	0.696	0.75	kayo, pinapahalagahan, bibiguin	kayo po ay aming pinapahalagahan, kaya hindi namin kayo bibiguin sa kalidad.	Pero po ay aming pinarahaladahan, kaya hindi namin gaibibiging sa kalidad.	Pero po ay aming pinarahaladahan, kaya hindi namin kayo bibigyan sa kalidad.
1009	prc150	small_only	0.696	0.75	pumatak, po, four, thousand	pumatak po ng four thousand, kasama na po yung delivery at taxes.	Pumatakpo ng 4,000, kasama na po yung delivery at taxes.	Pumatak po ng 4,000 kasama na po yung delivery at paxes.
198	dlv099	small_only	0.615	0.833	kailangan, pirma, ninyo, bago	kailangan po ng pirma ninyo bago ibigay ng rider ang inyong item.	Pili jaman po ng film rin nyo bako ibigay ng rider ang inyong item.	Piliyaman po ng pirma nyo bago ibigay ng rider ang inyong item.
82	cls083	small_only	0.621	0.828	i, pack, agad, pong, dumating	sige po, i pack na namin ito agad agad para mabilis pong dumating sa inyo!	Sige po, pipa na namin ito aga daliyan para mabilis pung damating sa inyo.	Sige po, ipak na namin ito agad-agad para mabilis pong damating sa inyo.
961	prc102	small_only	0.552	0.897	aking, presyo, tumaas, kaya, nag, kami	ang binigay po sa aking presyo ng supplier ay tumaas kaya nag adjust kami.	Ang binigay po sa akin pressure ng supplier ay tamag-askin at adjust sa may.	Ang binigay po sa aking presyo ng supplier ay tumaas kaya nag-adjust siya may.
533	num024	small_only	0.593	0.857	nine, lang, available, stock, na, iyon	nine pieces na lang po ang available stock natin para sa design na iyon.	Maying pieces na nang po ang abe, nabostak natin para sa design ngayon.	Mahing pieces na lang po ang available stock natin para sa design na yun.
365	fup056	small_only	0.667	0.786	po, kamustahin, nasubukan, niyo, produktong	gusto ko lang po kamustahin kung nasubukan niyo na ang bagong produktong ipinadala namin.	Gusto ko lang pukumustayin kung masubukay niya na ang bagong produkto ipinadala namin.	Gusto ko lang po kumustahin kung nasubukan niya na ang bagong produkto ipinadala namin.
158	dlv059	small_only	0.636	0.818	kadalasan, inaabot, tatlong, bago	kadalasan po ay inaabot ng tatlong araw bago makarating sa inyo.	Tadarasan po ay inaabog ng 3 araw babang makarating sa inyo.	Kadalasan po ay inaabot ang tatlong araw babo makarating sa inyo.
758	obj149	small_only	0.714	0.741	po, umorder, pwedeng	wag po kayong ma pressure umorder ngayon, nandito lang kami pwedeng balikan bukas.	Wag buko kayong ma-pressure o marbier ngayon, nandito lang kami pwede yung balikan bukas.	Huwag po kayo ma-pressure o murder ngayon. Nandito lang kami pwedeng balikan bukas.
330	fup021	small_only	0.6	0.857	magpapadala, sakaling, kayo, maabutang, online	magpapadala na lang po ako ng text message sakaling hindi ko kayo maabutang online.	Mapapadala na lang po ako ng text message sa kaning hindi ko kaya maabotan ko nain.	Mapapadala na lang po ako ng text message sakaling hindi ko kaya maabutang online.
522	num013	small_only	0.696	0.762	three, thirty, pm	three thirty pm po darating ang rider sa inyong bahay mamaya.	3.30 p.m. po darating ang rider sa inyong bahay mamaya.	3.30pm po darating ang rider sa inyong bahay mamaya.
225	dlv126	small_only	0.615	0.846	po, tayong, delay, courier, mismong	wala po tayong magagawa sa delay kung ang problema ay sa courier mismong.	Wala puta yung magagawa sa dili kung ang problema ay sa queer mismo.	Wala po tayong magagawa sa delay kung ang problema ay sa career mismo.
538	num029	small_only	0.692	0.769	twelve, loob, ng, maliit	twelve pieces po ang kasya sa loob ng maliit na pouch na ito.	12 pieces po ang kasya sa log na malit na pouch na ito.	Tulad pieces po ang kaso sa loob na maliit na pouch na ito.
707	obj098	small_only	0.692	0.769	hesitation, pwede, tayong, niyo	kung may hesitation po kayo, pwede tayong mag video call para makita niyo.	Kung may incitasyon po kayo, puwede tayo mag-video call para makita nyo.	Kung may esitasyon po kayo, pwede tayo mag-video call para makita nyo.
1070	prd061	small_only	0.615	0.846	iche, check, saglit, na, yung	iche check ko lang saglit kung dumating na yung delivery mula sa supplier.	Nito chat ko lang sa glit kung dumating nai-delivery mula sa supplier.	Ito check ko lang saglet kung dumating na yung delivery mula sa supplier.
17	cls018	small_only	0.667	0.8	detalye, ninyo, system, ngayon	ipapasok ko na po ang mga detalye ninyo sa aming system ngayon.	Ipapasok ko na po ang mga detalin nyo sa aming sistem niyan.	Ipapasok ko na po ang mga detail ninyo sa aming system na yun.
349	fup040	small_only	0.6	0.867	nais, pong, itanong, kung, ng, maayos	nais ko lang pong itanong kung na deliver na ba ng maayos ang inyong package.	Nice ko lang po itanom ko na deliver na ba na maayas ang inyong package.	Nais ko lang po itanong kung na-deliver na ba na maayos ang inyong package.
409	fup100	small_only	0.6	0.867	maraming, pakikipag, usap, hihintayin, lamang, desisyon	maraming salamat po sa pakikipag usap sa akin, hihintayin ko na lamang ang inyong desisyon.	Mami, salamat po sa pakikipagusok sa akin. Ikita'y ko na lang ang inyong decision.	Mami, salamat po sa pakikipag-usap sa akin. Hihitay ko na lamang ang inyong desisyon.
722	obj113	small_only	0.667	0.8	lang, mag, duda, na, legit	okay lang po na mag duda kayo, pero ipapakita ko na legit kami.	Okay nang po na maglinda kayo, pero ipapakita ko naligit kami.	Okay na po na maglinda kayo, pero ipapakita ko na legit kami.
782	pay023	small_only	0.667	0.8	ayan, successful, gcash	ayan, successful na po ang inyong gcash transfer, salamat po nang marami!	Pa'yan, sasas ko na po ang inyong G-Trust Transfer. Salamat po nang marami!	Ayan, successful na po ang inyong G-Trust Transfer. Salamat po ng marami!
500	grt091	small_only	0.615	0.857	ko, lang, i, niyo, malinaw, rider	i note ko lang po ang sinabi niyo para malinaw sa ating delivery rider.	In note po ang sinabi nyo para malinao sa ating delivery waiter.	In-note ko lang po ang sinabi nyo para malinaw sa ating delivery rider.
59	cls060	small_only	0.64	0.833	masiglang, aasikasuhin, ko, na	salamat po sa masiglang kwentuhan, aasikasuhin ko na po ang inyong package!	Salamat po sa masigdang kwentuhan. Asigas mo yung gano po ang inyong package.	Salamat po sa masigilang kwentuhan. Sigasunin ko na po ang inyong package.
627	obj018	small_only	0.64	0.833	naiintindihan, gusto, niyo, mura	sorry po, naiintindihan ko kung gusto niyo muna maghanap ng mas mura.	Sorry po, na intingdihan ko kung busyong yung muna maghanap ng mas mula.	Sorry po, naintindihan ko kung gusto nyo muna maghanap ng mas mura.
801	pay042	small_only	0.64	0.833	please, copy, deposit, slip	please send a copy of the deposit slip to our email address.	The send of a pair of the deposits led to our email address.	Please send a copy of the deposits led to our email address.
907	prc048	small_only	0.64	0.833	ang, presyo, paumanhin, kabilang	paumanhin po, hindi po namin kaya tapatan ang presyo ng kabilang tindahan.	Pag umamhing po, hindi po namin kaya tapatan ng presya ng kabilan tindahan.	Paumanhing po, hindi po namin kaya tapatan ang presya ng kabilang tindahan.
983	prc124	small_only	0.64	0.833	lumampas, po, panibagong, na	pag lumampas po kayo sa oras, may panibagong charge na po tayo.	Pag-wag ng paspo kayo sa oras, may panibabong charge siya po tayo.	Pag mampas po kayo sa oras, may panibabong charge na po tayo.
1067	prd058	small_only	0.56	0.917	pareho, sila, ng, lang, talaga	pareho lang po sila ng features, nagkaiba lang talaga sa brand name.	Parang ako lang po sa nanong features nagkaiba nang tanaga sa brand name.	Pareho lang po sila ng features, nagkaiba ng talaga sa brand name.
473	grt064	small_only	0.692	0.786	bang, mahingi, niyo, para, ma	pwede po bang mahingi ang buong pangalan niyo para ma search ko sa records?	Pwede po kumahingi ang buong pangalan nyo apama search ko sa records.	Pwede po ko mahingi ang buong pangalan nyo pa ma-search ko sa records?
19	cls020	small_only	0.609	0.87	bale, pito, ang, items, na	bale pito po lahat ang items na ipadadala namin sa inyong bahay.	Maripita po lahat o item sa ipadadala namin sa inyong bahay.	Maripita po lahat ang items na ipadadala namin sa inyong bahay.
161	dlv062	small_only	0.696	0.783	provincial, five, to, seven	provincial deliveries usually take about five to seven business days to arrive.	Revincial deliveries usually take about 5-7 business days to arrive.	Provincial deliveries usually take about 5-7 business days to arrive.
530	num021	small_only	0.696	0.783	twenty, three, second, subdivision	house number twenty three po tayo sa second street dito sa subdivision.	House number 23 po tayo sa 2nd street dito sa division.	House number 23 po tayo sa 2nd Street dito sa subdivision.
561	num052	small_only	0.696	0.783	five, ninety, pesos, presyo	five ninety pesos po ang huling presyo ng item na hinahanap ninyo.	$5.20 po ang huling pressure ng item na hinahanap ninyo.	P5.50 po ang huling presyo ng item na hinahanap ninyo.
767	pay008	small_only	0.696	0.783	salamat, pagbabayad, ninyo	maraming salamat po sa mabilis na pagbabayad ninyo ng inyong balanse.	Maraming saramat po sa mabilis na pagbabaya din yun ng inyong balanse.	Maraming salamat po sa mabilis na pagbabaya din nyo ng inyong balanse.
1022	prd013	small_only	0.609	0.87	naku, po, ubos, yung	naku po, ubos na ubos na po talaga yung best seller natin.	Nakupuk, kubus na, kubus na po, talaga rin best seller natin.	Naku po, ubos na, ubos na po talaga yung bestseller natin.
497	grt088	small_only	0.593	0.889	paghihintay, nahanap, na, ang, inyong	salamat po sa paghihintay, nahanap ko na ang inyong profile sa aming system.	Salamat po sa pag-intay na hanap ko nanging yung profile sa aming system.	Salamat po sa paghihintay na hanap ko na ang inyong profile sa aming system.
950	prc091	small_only	0.593	0.889	libre, assemble, sa, binayaran, niyo	libre na po ang pag assemble niyan, kasama na po sa binayaran niyo.	Ghibli na po ang pag-assembl niyan, kasama na po sabi niya rin nyo.	Give you na po ang pag-assemble niyan kasama na po sa binayaran niyo.
322	fup013	small_only	0.56	0.923	niyo, po, tatawag, para, kumpirmasyon, address	sabi niyo po kasi ay tatawag kayo mamaya para sa kumpirmasyon ng address.	Sabi nipo kasi ay tatawa kayo mamaya pa sa confirmation ng AIS.	Sabi niyo po kasi ay tatawag kayo mamaya para sa confirmation ng address.
474	grt065	small_only	0.552	0.933	i, check, ko, kung, pa, bago, mag	sige po, i check ko muna kung available pa ang item bago tayo mag proceed.	Sige po, itse kong muna ako available ba ang item, bako tayo ng proceed?	Sige po, i-check ko muna kung available ba ang item bago tayo mag-proceed.
13	cls014	small_only	0.64	0.846	i, confirm, lang, address, quezon	i confirm ko lang po ang inyong address, ito ay sa quezon city.	Ikonfirm ko ng po ang inyong kades, ito ay sa Kesson City.	I-confirm ko na po ang inyong ades. Ito ay sa Quezon City.
72	cls073	small_only	0.64	0.846	done, na, po, maraming, at	done na po tayo, maraming salamat at have a very nice day po!	Diyon nabuk tayo. Barami, salamat, and have a very nice day po.	Dahan na po tayo. Maraming salamat and have a very nice day po.
97	cls098	small_only	0.64	0.846	maraming, napakalaking, ninyo, ipapasa, ko	maraming salamat po sa napakalaking order ninyo, ipapasa ko na po sa warehouse!	Marami salamat po sa napakalaki order nyo. Pupasaka na po sa warehouse.	Maraming salamat po sa napakalaking order nyo. Ipapasa ka na po sa warehouse.
442	grt033	small_only	0.621	0.867	magandang, bea, po, ito, ano, pong	magandang hapon! thank you for choosing our store, bea po ito. ano pong sa atin?	Bagandang hapon, thank you for choosing our store. Bepo'y to, panapos sa atin.	Magandang hapon. Thank you for choosing our store. Be po ito. Ano po sa atin?
276	eng027	small_only	0.636	0.857	one, hundred, metro, manila	the standard shipping fee is one hundred pesos within metro manila.	The standard shipping fee is 100 pesos within matte from Anilla.	The standard shipping fee is 100 pesos within Metro Manila.
755	obj146	small_only	0.562	0.933	mag, isip, walang, mawawala, titingin, tingin	sige po, take your time mag isip, walang mawawala kung titingin tingin muna kayo ngayon.	Sige po, take your time at the seat. Wala-wala kung te tinging tinging muna kayo ngayon.	Sige po, take your time at isip. Walang mawawala kung titingin-tingin muna kayo ngayon.
106	dlv007	small_only	0.667	0.833	kasi, nahanap, ninyo, kanina	sorry po, hindi kasi nahanap ng rider yung mismong address ninyo kanina.	Sorry po, hindi ta sinanghanap ng rider yung mismong address yung opanina.	Sorry po, hindi kasi nanghanap ng rider yung mismong address nyo kanina.
184	dlv085	small_only	0.583	0.917	nakadepende, po, dating, ruta, mismong	nakadepende po ang oras ng dating sa ruta ng mismong delivery rider.	Nakadependip o ang oras ng gating sa duta ng mismo delivery rider.	Nakadepende po ang oras ng dating sa luta ng mismong delivery rider.
336	fup027	small_only	0.714	0.786	huwag, kayong, kapag, busy	huwag po kayong mag alala, hindi ko na po kayo kukulitin kapag busy kayo.	Won po kayo mag-alala, hindi ko na po kayo kukulitin sa publici kayo.	Huwag po kayo mag-alala, hindi ko na po kayo kukulitin sa publicity kayo.
574	num065	small_only	0.667	0.833	twenty, five, napag, usapang, pagpapadala	november twenty five po ang napag usapang araw ng ating pagpapadala ng items.	November 25 po ang napagusapang araw ng ating pangpapandanan ng items.	November 25 ang napag-usapang araw ng ating pagpapadala ng items.
608	num099	small_only	0.667	0.833	ng, at, naihatid, amin	seven boxes po ng red at blue items ang naihatid sa amin.	Seven boxes po na red and blue items ang naihati sa anin.	Selling boxes po ng red and blue items ang naihatid sa amin.
822	pay063	small_only	0.667	0.833	ipapadala, ko, kayo, malito	ipapadala ko po sa text ang bank details para hindi kayo malito.	Dipapadan ako po sa text ang bank details para hindi tima dito.	Ipapadal ako po sa text ang bank details para hindi kayo malito.
884	prc025	small_only	0.667	0.833	grab, truly, our, biggest	grab the chance now because this offer is truly our biggest yet.	Now the chance now because this offer is fully arbitrated just yet.	Not a chance now because this offer is truly our biggest yet.
943	prc084	small_only	0.583	0.917	magkakaiba, po, presyo, depende, mapipili	magkakaiba po ang presyo depende sa size at kulay na mapipili ninyo.	Magkakay mapo ang pressure, depending sa size at kulay na mapipiliin ninyo.	Magkakayama po ang presyo depende sa size at kulay na mapipili ninyo.
1041	prd032	small_only	0.583	0.917	opo, meron, stock, kaya, niyo	opo, meron po tayong stock niyan kaya pwede niyo nang ma order.	Upok, whereon po tayong stack niyan tiya, pwede niya nang ma-order.	Opo, meron po tayong stock niyan kaya pwede nyo nang ma-order.
858	pay099	small_only	0.583	0.923	kayo, sisingilin, ng, aming, bayad, na	hindi na po kayo sisingilin ng aming rider dahil bayad na po ito.	Hindi na po kaisisigili na kaming rider dahil bayada po ito.	Hindi na po kayo sisigilin ng aming rider dahil bayad na po ito.
804	pay045	small_only	0.696	0.818	a, fifty, percent, initial	we require a fifty percent initial deposit to confirm your pre order.	We require 50% in actual deposit to confirm your pre-order.	We require 50% initial deposit to confirm your pre-order.
360	fup051	small_only	0.593	0.923	naalala, naghahanap, kayo, kaya, tinatawagan	naalala ko po na naghahanap kayo ng alternative, kaya tinatawagan ko kayo ngayon.	Nalala ko po na nagkahanap iyan ng alternative. Tiyati na tawagan ko kayo ngayon.	Naalala ko po na naghahanap yan ng alternative kaya tinatawagan ko kayo ngayon.
516	num007	small_only	0.636	0.88	three, fifty, po, bawat, piraso, sisingilin	three fifty po bawat piraso ang sisingilin namin para sa item na iyan.	$350 ang sisingin namin para sa item na iyan.	350 po bawat piraso ang sisingilin namin para sa item na iyan.
476	grt067	small_only	0.69	0.828	lang, po, ang, call, aming	i transfer ko lang po ang call sa aming logistics team, hold the line please.	I-transfer ko nung pangkos sa Amings logistics team to hold the line please.	I-transfer ko lang po ako sa aming logistics team, call the line please.
494	grt085	small_only	0.69	0.828	hi, there, si, kat, masisilbihan	hi there! thank you for calling today. ako po si kat, paano ko kayo masisilbihan?	Haider, thank you for calling today. Ako po sikak, paano ko kayo masisid dihan?	Hi there! Thank you for calling today. Ako po Sika. Paano ko kayo masisilihan?
619	obj010	small_only	0.609	0.909	pasensya, nagka, amin, noong	pasensya na po kung nagka problema kayo sa amin noong nakaraan.	Pasensyon na po kung may ka-problema kayo sa aming nang nakaraan.	Pasensya na po kung nagka-problema kayo sa amin ng nakaraan.
354	fup045	small_only	0.667	0.857	tumawag, ipaalala, eexpire, na, ang	tumawag po ako para ipaalala na mag eexpire na ang inyong discount voucher bukas.	Kamaw po ako para ipalala na mag-expern ng inyong discount voucher bukas.	Kamaw po ako para ipaalala na mag-expire na ang inyong discount voucher bukas.
920	prc061	small_only	0.667	0.857	may, dagdag, fifty, pesos	may dagdag po na fifty pesos para sa ating special packaging.	Paidag-dag po na $50 para sa ating special packaging.	May dagdag po na P50 para sa ating special packaging.
155	dlv056	small_only	0.609	0.917	po, bang, makuha, ang, kumpletong	pwede ko po bang makuha ang kumpletong address para sa ating delivery?	Pwede ko pang makuang pong bletong address para sa ating delivery?	Pwede ko po bang makuha ang kompletong address para sa ating delivery?
603	num094	small_only	0.609	0.917	ten, hihintayin, makuha, ang, item	ten days po ang hihintayin bago makuha ang custom item sa supplier.	10 days po ang higintayin bago makukawang custom items sa supplier.	10 days po ang hihintayin bago makuha ang custom item sa supplier.
772	pay013	small_only	0.609	0.917	rin, po, iyon, ang, madali	pwede rin po tayong cash on delivery kung iyon ang mas madali.	Pwede binpo tayong cash on delivery kung yun nang mas medalay.	Pwede rin po tayong cash on delivery kung yan ang mas madali.
814	pay055	small_only	0.609	0.917	hihintayin, resibo, bago, ipadala, ang	hihintayin po namin ang inyong resibo bago namin ipadala ang inyong parcel.	Hikintayin po namin ang inyong recebo baka namin ipadalang inyong parcel.	Hihintayin po namin ang inyong resibo bago namin ipagdala ang inyong parcel.
1098	prd089	small_only	0.696	0.833	doon, ang, amoy, nung	iba po kasi ang amoy nung original doon sa bagong formulation nila.	Iba po kasi mga may nang original sa bagong formulation nila.	Iba po kasi ang mga yung original doon sa bagong formulation nila.
1053	prd044	small_only	0.609	0.923	wag, po, kayong, mag, alala, magkakaroon	wag po kayong mag alala, magkakaroon po ulit tayo niyan bukas ng hapon.	Mabukay magalala, magkakaran po ulit tayo niyan bukas ng hapon.	Huwag po kayong mag-alala. Magkakaroon po ulit tayo niyan bukas ng hapon.
711	obj102	small_only	0.69	0.846	sisiguraduhin, pong, mauulit	sisiguraduhin ko pong hindi na mauulit ang pangit ninyong naging karanasan sa iba.	Sisi ko na din ko pang hindi na maulit ang pangit ninyong naging karanasan sa iba.	Sisiguladihin ko pong hindi na maulit ang pangit ninyong naging karanasan sa iba.
394	fup085	small_only	0.692	0.846	naging, maayos, ninyo	nais ko lang itanong kung naging maayos ba ang naging transaksyon ninyo kahapon.	Nais ko lang itanong kung nagiging maais ba ang nagiging transaksyon niyo kahapon?	Naayos ko lang itanong kung naging maayos ba ang naging transaction ninyo kahapon.
482	grt073	small_only	0.692	0.846	ko, gagawin, ito, ngayon	sige po, naintindihan ko. gagawin ko ang lahat para maayos natin ito ngayon.	Sige po, naintindihan po. Reagawin ko ang lahat para maayos natin itong ayon.	Sige po, naiintindihan po. Gagawin ko ang lahat para maayos natin ito ngayon.
236	dlv137	small_only	0.538	1.0	nakadepende, ang, eksaktong, ng, gamit	nakadepende po sa traffic ang eksaktong oras ng pagdating ng inyong gamit.	Naka-depend di po sa traffic ng exactang oras nang pagdating ng inyong damit.	Nakadepende po sa traffic ang eksaktong oras ng pagdating ng inyong gamit.
643	obj034	small_only	0.632	0.909	kung, gusto, niyo, itago, ko	kung gusto niyo po, itago ko muna yung item hanggang bukas.	Punggustiyo po, itabukong muna yung item hanggang bukas.	Kung gusto nyo po, itago ko muna yung item hanggang bukas.
452	grt043	small_only	0.545	1.0	lamang, ko, ang, tawag, departamento	sandali po lamang, ipapasa ko ang inyong tawag sa tamang departamento.	Sandali po lang, ipapasa kong inyong tavo sa tamang department o.	Sandali po lamang, ipapasa ko ang inyong tawag sa tamang departamento.
630	obj021	small_only	0.545	1.0	pasensya, kung, medyo, malayo, pwesto	pasensya na po kung medyo malayo ang pwesto namin sa inyo.	Pasensyon na po ako may mahalay ang puesto namin sa inyo.	Pasensya na po kung medyo malayo ang pwesto namin sa inyo.
760	pay001	small_only	0.636	0.909	great, na, ang, bayad	great news, pumasok na po ang inyong bayad sa aming system!	With news, pumasok ka po akong inyong bay sa aming system.	Great news! Tumasok na po ang inyong bayad sa aming system.
923	prc064	small_only	0.636	0.909	pong, yung, kinowt, presyo	wala pa pong kasamang delivery fee yung kinowt ko na presyo.	Wala pa pang kasamang delivery fee ang kinout ko na preso.	Wala pa pong kasamang delivery fee yung keynote ko na presyo.
122	dlv023	small_only	0.667	0.88	ang, i, a, palagi, nasaan	i a update ko po kayo palagi kung nasaan na ang inyong order.	Ia-update ko po kayo palaji kung nasa na inyong order.	I-update ko po kayo palagi kung nasa na ang inyong order.
952	prc093	small_only	0.667	0.88	hinihingi, lang, po, ngayon, umpisahan	ang hinihingi lang po namin ngayon ay yung kalahati para umpisahan ang trabaho.	Ang hinisiniyampo namin yun ay yung kalahati para umtisahan ang trabaho.	Ang hinihiniran po namin ngayon ay yung kalahati para umpisahan ang trabaho.
818	pay059	small_only	0.692	0.857	niyo, pong, i, save, ang	pwede niyo pong i save ang aming number para sa mga susunod na bayad.	Pwede niya po kisaibang aming number para sa mga susunod na bayad.	Pwede nyo po i-save ang aming number para sa mga susunod na bayad.
342	fup033	small_only	0.621	0.929	kayong, maibibigay, naming, tawagan, promo	mayroon po ba kayong maibibigay na kakilala na pwede naming tawagan para sa promo?	Mayroon po ba kayo mabibigay na kakilala na pwede namin tawaban para sa Pro, hong?	Mayroon po ba kayong ibibigay na kakilala na pwede naming tawagan para sa promo?
38	cls039	small_only	0.636	0.917	completely, logged, sa, aming, main	your purchase is now completely logged sa aming main inventory tracking system.	Your purchase is now completed outside our inventory tracking system.	Your purchase is now completely allowed sa aming main inventory tracking system.
885	prc026	small_only	0.636	0.917	wag, po, kayong, alala, pong	wag po kayong mag alala, wala pong hidden charges yung breakdown natin.	Upukoy mag-ala, wala pang hidden charges yung breakdown natin.	Huwag po kayong mag-alala. Wala pong hidden charges yung breakdown natin.
467	grt058	small_only	0.667	0.889	good, day, ako, marie, anong	good day! welcome po sa customer support natin. ako si marie, anong kailangan nila?	Today, welcome po sa customer support natin. Pako si Mary, ano kailangan nila?	Today, welcome po sa customer support natin. Ako si Marie. Anong kailangan nila?
430	grt021	small_only	0.64	0.917	si, anna, matutulungan, ngayon	magandang umaga po! ako po si anna, paano ko kayo matutulungan ngayon?	Magandang umaga po, ako po sa Ana. Paano ko kayo matutulungo ane yan?	Magandang umaga po. Ako po si Anna. Paano ko kayo matutulungan yun?
778	pay019	small_only	0.64	0.917	tatanggapin, po, ang, bayad	yes, tatanggapin po namin ang buong bayad pagdating ng rider sa inyo.	Yes, tatangay na pinpun namin ng buong bayay pagdating ng rider sa inyo.	Yes, tatanapin po namin ang buong bayad pagdating ng rider sa inyo.
610	obj001	small_only	0.56	1.0	pag, isipan, nandito, lang, palagi	sige lang po, take your time pag isipan, nandito lang kami palagi!	Sige lang po, take your time padisipan ng dito ng kami pala di.	Sige lang po. Take your time pag-isipan. Nandito lang kami palagi.
908	prc049	small_only	0.64	0.923	tumaas, na, po, ang, singil	sorry po talaga, tumaas na po kasi ang singil sa amin ng supplier.	Sorry po talaga, tumas tapo kasi nansin nyo sa amin ng supplier.	Sorry po talaga, tumaas na po kasi ang sinyo sa amin ng supplier.
438	grt029	small_only	0.643	0.923	salamat, pagtawag, kayo, masisilbihan	salamat po sa inyong pagtawag. ako po si faith, paano ko kayo masisilbihan?	Salama po sa inyong pagtabog. Ako po si Faith. Paano ko ko ang masisid bihan?	Salamat po sa inyong pagtawag. Ako po si Faith. Paano ko kayong masisilbihan?
